graph20_29_3_6	 The paper doesn't even acknowledge that this lack of success could simply be due to a lower external validity than the authors hoped for.	 NEG
graph20_29_3_7	 As the authors state themselves p. 9, "A common way to check external validity is to apply obtained parameters to data from different participants."	 NA
graph20_29_3_8	 Checking can also come up negative, and that is ok.	 NA
graph20_29_3_9	 These results remain valid, even if the proposed approach is not as context-independent as hoped.	 NEG
graph20_29_3_10	 Perhaps worse, the paper immediately jumps from this patched-together explanation, straight to calling it a "novel finding", and then to suggesting design guidelines from it, as if it was now a proven fact.	 NEG
graph20_29_3_11	 I think this part needs to be drastically shortened or even removed, in favor of a more realistic discussion about generalization---and possible lack thereof.	 NEG
graph20_29_3_12	 UNLIMITING" I found it quite hard to understand the point of Bi et al. for rejecting screen-to-screen pointing, at least the way it is explained in this paper.	 NEG
graph20_29_3_13	 That, in turn, makes it quite difficult to understand the counter-argument developed in this paper---and especially since "The evidence comes from a study by Bi et al." (p. 4), which makes one wonder why Bi et al. put that "limitation" up in the first place.	 NEG
graph20_29_3_14	 One example, in the last paragraph before EXPERIMENTS (p. 4), a point is made that goes like this: - a lack of effect might be due to A values that are too close to each other, - even if A should in fact have an effect according to some model (Eq.	 NA
graph20_29_3_15	 12), - and for some reason that makes it ok to consider that screen-to-screen pointing is compatible with Bi et al.'s model (which does not consider A).	 NA
graph20_29_3_16	 DESIGN APPLICATIONS I am not sure that the possible applications of this model are well described or argued for in this paper.	 NEG
graph20_29_3_17	 The described examples feel rather artificial.	 NEG
graph20_29_3_18	 In the example given in p. 1 (choosing between 5 or 7-mm circular icons), it is unclear why the designer would need a model, or to know by how much a 7-mm icon would improve accuracy.	 NEG
graph20_29_3_19	 It seems that this sort of design issues can be solved using threshold values under which users simply cannot accurately acquire a target.	 NEG
graph20_29_3_20	 I assume that strong design guidelines already exist for this?	 NA
graph20_29_3_21	 Similar argument about the second and third paragraphs in p. 9.	 NEG
graph20_29_3_22	 The level of detail argued here seems quite artificial, e.g. "If designers want a hyperlink to have a 77% success rate".	 NEG
graph20_29_3_23	 I doubt many designers would consider a clickable, 2.4-mm high font or icon on a touch screen in any case.	 NA
graph20_29_3_24	 I might be wrong.	 NA
graph20_29_3_25	 by reducing the time and cost of conducting user studies, our model will let them focus on other important tasks such as visual design and backend system development, which will indirectly contribute to implementing better, novel UIs."	 NA
graph20_29_3_26	 p. 2) That seems quite a stretched "contribution", at least in the absence of actual data about how long designers do spend on testing width values today.	 NEG
graph20_29_3_27	 AMOUNT OF ERROR Throughout the paper, prediction errors (additive) up to 10% are described as small, and that is surprising (5% in Exp 1, 10% in Exp 2, 7% in Exp 3, 10% in Exp 4).	 NEG
graph20_29_3_28	 To the best of my understanding, these are not percentages of prediction error (e.g. going from 50 to 55 is a 10% increase), which would be more ok.	 NA
graph20_29_3_29	 These are differences between values that are already expressed in percents.	 NA
graph20_29_3_30	 In my experience, many pointing studies have error rates ranging from 0 to, say, 15%, perhaps more when the tasks or input devices make it particularly difficult.	 NA
graph20_29_3_31	 2-mm targets on a touch device could definitely count as difficult.	 NA
graph20_29_3_32	 However, that still makes a 10% prediction error quite high in my book, and worthy of contextualization.	 NA
graph20_29_3_33	 Perhaps I misunderstood something.	 NA
graph20_29_3_34	 the error rate difference was |29 38| = 9%.	 NA
graph20_29_3_35	 Similarly, their 2D tasks showed only small differences in error rate, up to 2% at most."	 NA
graph20_29_3_36	 First, for a metric that can often be between 0 and 15%, 2 and 9% are not "similar" values.	 NEG
graph20_29_3_37	 Second, 29% and 38% error seems alarmingly high.	 NEG
graph20_29_3_38	 CLARITY Removing tap points that are further than a fixed distance away from the target center will likely affect W levels differently.	 NA
graph20_29_3_39	 I imagine that more of these errors occurred in the W=10mm condition.	 NA
graph20_29_3_40	 This would be good to report, either way, even though only a small number of trials was removed overall.	 NEG
graph20_29_3_41	 Fig. 12 should also show the actual success rates measured in these studies."	 NA
graph20_35_1_0	 This paper presents QCue, a tool to assist mind-mapping through suggested context related to existing nodes and through question that expand on less developed branches, including two studies, a detailed description of the algorithm design, and rater evaluation of their results.	 NA
graph20_35_1_1	 The first study explores how users respond to new node ideas suggested by the tool and whether that creates more detailed maps.	 NA
graph20_35_1_2	 The second study expands on those findings to balance the depth and breadth of mind maps creation.	 NA
graph20_35_1_3	 Both studies compare the new mind mapping tool to digital options without computer assistance.	 NA
graph20_35_1_4	 They find that QCue produces more balanced and detailed mind maps and that some mind mapping tasks may be better suited to this type of computer intervention than others.	 NA
graph20_35_1_5	 Overall, this paper is an interesting exploration of a novel area of computer supported brainstorming.	 POS
graph20_35_1_6	 The two studies are well-described and designed studies.	 POS
graph20_35_1_7	 The level of detail in the algorithm description is a particular strength, giving a clear picture of how it works and why those choices were made.	 POS
graph20_35_1_8	 One small point that could be clarified is why a between subjects design was chosen over a counterbalanced within subjects.	 NEG
graph20_35_1_9	 Finally, the discussion would benefit from some more general discussion, before the limitations, on the overall findings and what they mean for mind mapping and similar applications moving forward.	 NEG
graph20_35_1_10	 The results are individually compelling, but what does it mean all together?	 POS
graph20_35_1_11	 This research is well-written and a good contribution to the area of brainstorming, and it would be interesting to get more of a complete sense of the results."	 POS
graph20_36_1_0	 This paper presents a projection system to help unexperienced people to draw latte art on a cappuccino.	 NA
graph20_36_1_1	 There is a user study comparing participants performance with the system, and with watching explanatory videos only.	 NA
graph20_36_1_2	 The results suggest that participants perform better with the system.	 NA
graph20_36_1_3	 This is overall an interesting idea of interactive system supporting skill acquisition.	 POS
graph20_36_1_4	 The system remains simple.	 POS
graph20_36_1_5	 This will not be a revolution, but it might be of interest.	 NEG
graph20_36_1_6	 To begin with, there is little details about the design rationale.	 NEG
graph20_36_1_7	 What are the design choices?	 NEG
graph20_36_1_8	 The system does not seem to follow a particular rationale.	 NEG
graph20_36_1_9	 The fact that participants complained about the lack of information about syrup pouring reveals that this is more a trial and error approach than an informed design procedure.	 NEG
graph20_36_1_10	 There is no clue about scalability neither.	 NEG
graph20_36_1_11	 To which extent the system supports other patterns?	 NEG
graph20_36_1_12	 For example between the hears and the leaf the syrup is either a series of dots or a continuous line.	 NA
graph20_36_1_13	 This inevitably has an effect on syrup pouring.	 NA
graph20_36_1_14	 Are there other patters with features not presented in these three?	 NEG
graph20_36_1_15	 Looking at table 1 makes me think these instructions are quite clear on how to make these 3 patterns.	 NA
graph20_36_1_16	 I wish there was a condition with these schematics only.	 NEG
graph20_36_1_17	 But it also makes me think about the actual difficulty of performing such art (I never tried myself).	 NA
graph20_36_1_18	 I expected more discussion on this point in the paper.	 NEG
graph20_36_1_19	 It would have been a good start for a design rationale.	 NEG
graph20_36_1_20	 The experiment procedure give little details about participants background.	 NEG
graph20_36_1_21	 How did authors ensure homogeneity of the groups?	 NEG
graph20_36_1_22	 Last, I would like to talk about the results.	 NA
graph20_36_1_23	 First of all I am unsure a pixel comparison metric is fair.	 NEG
graph20_36_1_24	 The projection method inevitably show the precise spot for pouring syrup.	 NA
graph20_36_1_25	 But in the other condition, participants could have perform just as well, with a slight rotation or translation.	 NEG
graph20_36_1_26	 This might have affected the metric, with no real impact on the perceived result.	 NA
graph20_36_1_27	 The discussion mentions participants who felt the drawing were similar while the metric showed they were not.	 NEG
graph20_36_1_28	 What is the objective: people's perception or a metric?	 NEG
graph20_36_1_29	 Also, how many times could participants practice?	 NEG
graph20_36_1_30	 The results presented in appendix do not seem so different, and I think the result will be even more similar with a little practice.	 NEG
graph20_36_1_31	 In summary, the idea is interesting, but the design rationale is unclear, and it is unclear the results justify using this system."	 NEG
graph20_39_2_0	 The paper explores the possibilities of reviewing and visualising patient-generated data from a range of stakeholders consisting mainly of healthcare providers and patients.	 NA
graph20_39_2_1	 The authors utilise a range of methods in order to better understand the attitude and perspective of both participants to provide relevant and appropriate design insights for developing tools to support the visualisation of data collected during a clinical visit.	 NA
graph20_39_2_2	 First, the authors attempted to identify a gap in the literature concerning how visualisation designs can support the review and analysis of user-generated data.	 NA
graph20_39_2_3	 What is missing is a clear articulation of the research problem and question within the literature provided.	 NEG
graph20_39_2_4	 It read like some form of a haphazard account of few studies that point to the relevance of tracking and visualising patient data in order to inform better health decisions, and ultimately a better lifestyle.	 NEG
graph20_39_2_5	 Although sections 2 attempts to situate the research question into the context of varied perspectives, a better justification of the stake for the field would have been made clearer had it being the section doesn't read as if its an analysis of prior data, and not of related works.	 POS
graph20_39_2_6	 Second, I particularly appreciate the authors' use of different methods (focus group, interviews, and observation) but fail to see an understanding of the needed sensitivity towards participants with some form of a chronic condition.	 NEG
graph20_39_2_7	 Its well known that 'chronic conditions might take a different form and thus interpreted within a particular context; this makes the contribution of the paper marginal, as one would expect a clear articulation of how the method is chosen to fit into the context of the wider literature on similar issues and ultimately the nature of the study participants.	 NEG
graph20_39_2_8	 We need more detail to determine whether what the data suggest reflect the subjective perspective of the different users that participated in the study.	 NEG
graph20_39_2_9	 Thirdly, from the discussion of the findings, quotes appear unpacked.	 NEG
graph20_39_2_10	 How representative is it, whats the bigger picture, can it be generalised to other not known scenarios?	 NEG
graph20_39_2_11	 The analysis of the patient's interview provided a bigger picture of the different perspectives, and which makes the different factors more relational and understandable.	 NA
graph20_39_2_12	 Overall, the analysis lacks clarity, rigour and situated in the literature.	 NEG
graph20_39_2_13	 With a few grammatical typos, it reads as a thread of different perspective, with little grounding in HCI and related field.	 NEG
graph20_39_2_14	 Lastly, in HCI, there is a movement towards ideas about participatory design, user-centred design, value-sensitive design and so on.	 NA
graph20_39_2_15	 A utilisation of these perspectives in framing the research ideas would have done more good to the paper than proposing a new design space for visualisation of user-generated data.	 NEG
graph20_39_2_16	 From the guidelines outlined in section 9, it is hard to pinpoint new learning that the paper provides to the visualisation of subsequent design practices apart from restating well-known design insights.	 NEG
graph20_39_2_17	 There is the question of how the data and the proposed guidelines might bring about some implications for design (Dourish, 2006) and practice.	 NA
graph20_39_2_18	 Although the issues of implication for design has been misunderstood and widely misrepresented, what the proposed design guideline sought to point to might be regarded as some form of outlining implications for a design practice that is minimal and non-representative.	 NEG
graph20_39_2_19	 This makes the paper weak, lacking impactful significance, and thus leaning would not argue strongly towards acceptance.	 NEG
graph20_39_2_20	 I would encourage the authors to situate the research questions into the broader literature and determine whether they fit into some of the well-established methods informing the designing of health-related technologies. "	 NEG
graph20_39_3_0	 This paper describes the exploration of designing data visualizations of daily medical records by patients, and what kinds of visualizations may assist providers in best keeping track with an patients medical status.	 NA
graph20_39_3_1	 The authors perform three phases: An interview with providers to assess their needs, sessions with patients to gather their unique medical history and develop several visualizations for their data, and going back to providers with these visualizations to gather their ideas of how well these visualizations would assist them.	 NA
graph20_39_3_2	 The authors then suggest some design guidelines at the end for developing usable patient data visualizations.	 NA
graph20_39_3_3	 I enjoyed the paper.	 POS
graph20_39_3_4	 It is a qualitatively-driven paper, but I believe it provides much insight into what providers would like in patient visualizes, and takes into account how patients already record their information.	 POS
graph20_39_3_5	 The writing is clear and the paper is easy to read.	 POS
graph20_39_3_6	 There are a few comments I have about the paper that I describe below.	 NEG
graph20_39_3_7	 The description of each patient drags on a little long, and much of it does not become useful after in the later sections, since particular medical history is not referenced in later sections.	 NEG
graph20_39_3_8	 While identifying the uniqueness of each patients medical conditions and how/why they record information is important, I think this could be greatly shortened to the most pertinent points to demonstrate the differences.	 POS
graph20_39_3_9	 I would have also liked to see some of the images of the visualizations for myself.	 NEG
graph20_39_3_10	 Another concern I have is about the disparity between the emphasis on how each patients medical history (and in turn, visualization) is unique, and then the proposal of general design guidelines for creating patient visualizations.	 NEG
graph20_39_3_11	 It seemed that the initial statement was that general guidelines were not useful because of the uniqueness at each patient.	 NA
graph20_39_3_12	 I would have liked a little more discussion on the limitations of the authors proposed guidelines at the end and how did or did not mitigate this issue.	 NEG
graph20_39_3_13	 I think these changes/clarifications can be made easily, and therefore I would argue for the acceptance of this paper pending these changes. "	 NA
graph20_43_1_0	 This paper presents two variations of the standard Fitts' law study, to understand the effect of (1) a situation where targets initially appear with a given size (called the "visual width" in the paper) but are revealed to have a larger clickable size revealed once the cursor gets close (called the "motor width") or vice versa; and (2) different gaps between targets arranged side-by-side.	 NA
graph20_43_1_1	 Models are fit which account for these differences, on both new data gathered from 12 participants, and data sets gathered from several past studies.	 NA
graph20_43_1_2	 Overall, I found the design of the study to be sound, as is the data analysis and modeling methodology.	 POS
graph20_43_1_3	 I also think that the overall motivation of understanding whether interfaces with distinct visual and motor widths (to use the paper's terms) is interesting.	 POS
graph20_43_1_4	 Despite the above, I am not very enthusiastic about this paper.	 NEG
graph20_43_1_5	 While I appreciate the overall motivation, I'm not sure if a Fitts' law study is the right approach for going about understanding the effects of these kinds of interfaces.	 NEG
graph20_43_1_6	 Or, put in a different way, I'm not sure if the study results are all that valuable for designers (given that it's looking at 1D pointing), or whether this type of interface is common enough that it's useful to have a new Fitts' law formula to account for it.	 NEG
graph20_43_1_7	 The situation in which motor width differs from visual width seems fairly niche overall, and the examples cited in the introduction where visual width is greather than motor width seems like a situation that will almost always be due to poor interface implementation, rather than a conscious design decision.	 NEG
graph20_43_1_8	 In addition to the above concerns about the contribution of the paper, the term "motor size" is already used in Blanch et al.'s CHI 2004 work to refer to the situation where the control-display gain is manipulated to create objects with a higher or lower size in motor space as compared to their visual space on screen, work which is not cited in this paper.	 NEG
graph20_43_1_9	 It seems awkward to use such a similar term here, when C-D manipulation is not the focus.	 NEG
graph20_43_1_10	 Finally, I found the study results to be difficult to interpret, as many of the results subsections are ANOVA output with little interpretation and commentary to help the reader understand what was found.	 NEG
graph20_43_1_11	 Based on the above, I feel the paper is marginally below the acceptance threshold."	 NA
graph20_45_2_0	 The paper proposes a new visualization scheme that combines the properties of scatterplots and parallel coordinates plots (PCPs): the Cluster-Flow Parallel Coordinates Plot (CF-PCP).	 NA
graph20_45_2_1	 The visualization represents clusters of data points in multivariate data by duplicating axes from the canonical PCP visualization to represent 2D subspaces of the multivariate data.	 NA
graph20_45_2_2	 This approach preserves the readability of correlational patterns from the original PCP while making cluster assignments more obvious than alternatives relying on edge bundling and on just the use of line color.	 NA
graph20_45_2_3	 The implementation of the proposed visualization requires tackling several interesting aspects including a scheme to connect lines between duplicated axes by drawing Hermite spline segments that preserve the line slopes at the axes and a layout optimization based on an A* algorithm to compute the shortest path ordering of duplicated axes.	 NA
graph20_45_2_4	 The results are demonstrated on several example datasets and contrasted against visualizations using traditional PCP and scatterplots.	 NA
graph20_45_2_5	 This is a nice paper that I believe proposes and novel and useful visualization scheme.	 POS
graph20_45_2_6	 However, there is one key weakness which prevents me from being more positive with respect to acceptance: an evaluation of the proposed visualization in practical use through a user study is absent.	 NEG
graph20_45_2_7	 The benefits of the visualization are only demonstrated through qualitative results.	 NEG
graph20_45_2_8	 The paper would have been significantly stronger if the expected benefits were measured in a practical scenario."	 NEG
graph20_53_2_1	 is a tool for authoring object component behaviour within VR.	 NA
graph20_53_2_2	 With this, users can select part of a VR object, assign an animation behaviour, and preview it.	 NA
graph20_53_2_3	 The tool is a very useful and novel contribution, although I have some questions about the validity of the use case scenario.	 NEG
graph20_53_2_4	 The system requires that the virtual objects are implemented in a way that they do not only present an outside facade but also contain primitives of its components not displayed on the outside (i.e., "internal faces").	 NA
graph20_53_2_5	 This is briefly addressed in the limitations, but I would have found some discussion of this aspect very helpful, especially earlier when introducing the research motivation.	 NEG
graph20_53_2_6	 How likely are designers of 3D objects to include such "internal faces"; is this common?	 NA
graph20_53_2_7	 The paper further assessed the tool in an exploratory study looking at usability and induced workload, with promising results.	 POS
graph20_53_2_8	 This consisted of a small user study (N=16) featuring qualitative and quantitative measures.	 NA
graph20_53_2_9	 The latter assessed usability (SUS) and workload (NASA TLX) and custom miscellaneous items.	 NA
graph20_53_2_10	 Some issues in the study reporting: - What was the scale range for the prior experience questions?	 NEG
graph20_53_2_11	 The quantitative data is described as "qualitative" for some reason, even when referring to barplots in Figure 9.	 NA
graph20_53_2_12	 Finally we saw a high rating for the perception of realism and feelings of immersion in the environment (Q10) ( = 5.88, = 0.78)."	 NA
graph20_53_2_13	 Q10 only refers to realism - where is the immersion aspect coming from here?	 NA
graph20_53_2_14	 For some reason, the actual qualitative aspects of the study are then reported as a subsection in the discussion (6.3 - Comment Observations).	 NA
graph20_53_2_15	 I strongly recommend that this be moved to a subsection of the previous section, i.e., the Results section.	 NEG
graph20_53_2_16	 The actual discussion of the results unfortunately is very limited (especially because large parts of it consist of qualitative reporting), and are mostly a summary, rather than a contextualization of the results within existing work, or statements on implications of the results.	 NEG
graph20_53_2_17	 The paper does discuss limitations, but I think that this section should also address the fact that the study was largely preliminary / exploratory in nature; there was no comparison condition, nor a discussion of what a baseline condition might look like for this context.	 NEG
graph20_53_2_18	 Despite these weaknesses with regards to the study reporting and discussion, the paper is interesting and showcases good and novel work and I think the GI community would benefit from its presentation (albeit with some changes as suggested above).	 POS
graph20_53_2_19	 General minor issues: - "users authoring process" -> "users' authoring process""	 NA
graph20_56_1_0	 The authors describe the design and implementation of a shape-based brushing technique targeted at selecting a particular type of data - trajectories.	 NA
graph20_56_1_1	 These are notoriously difficult to select directly due to issues of occlusion and the "hairball" effect when there are many trajectories intertwines, as is the case with eye tracking, network, or flight trails data.	 NA
graph20_56_1_2	 The authors do an excellent job of describing the problem and grounding the approach in previous work.	 POS
graph20_56_1_3	 The approach is interesting and the use cases described demonstrate the technique well.	 POS
graph20_56_1_4	 However, the paper is weakened by several writing and organizational aspects, and by an odd off-hand report of user feedback.	 NEG
graph20_56_1_5	 The basics of the technique are well-described: the user draws a shape that the system then selects matches for, based on two similarity metrics (one calculated by Pearson's coefficient and the other by a PCA algorithm).	 POS
graph20_56_1_6	 As these two metrics deliver different candidates, the resulting set of trajectories is provided to the user in a set of small multiples illustrating the selected trajectories and sorted by similarity; the user can refine selections, although it was not clear how.	 NEG
graph20_56_1_7	 There appears to be a set of small multiples for each of the two metrics.	 NA
graph20_56_1_8	 One main weakness of the paper is manifested here: I found the description of the bins, and how they are calculated, quite confusing.	 NEG
graph20_56_1_9	 I had to re read the paper back and forward to finally tease out what I think is the way it works.	 NEG
graph20_56_1_10	 Overall, the writing and the organization of the paper suffered from similar issues.	 NEG
graph20_56_1_11	 A similar problem occurred with a critical aspect of the brushing technique: direction.	 NEG
graph20_56_1_12	 The authors state directionality is a critical advantage of their brushing technique, but never actually stipulate how direction is specified in the original share definition.	 NEG
graph20_56_1_13	 I assuming - as one would consider the obvious choice - that directionality is taken from the direction of the sketched brush at the time the user draws it.	 NA
graph20_56_1_14	 But this is not clear.	 NEG
graph20_56_1_15	 IN fact, the whole way the user draws the shape is poorly described.	 NEG
graph20_56_1_16	 The nice video provided was helpful in showing this technique.	 POS
graph20_56_1_17	 However, the video alludes to something not mentioned in the paper about directionality: only the Pearson algorithm identifies direction, and even from the video it was not clear how the user selected it.	 NEG
graph20_56_1_18	 These critical areas of confusion around how the process actually unfolds from start to finish should have been more clearly described.	 NEG
graph20_56_1_19	 I found it odd that at the authors retained both metrics, delivering different results, without trying some blended version that might reduce complexity for the user.	 NEG
graph20_56_1_20	 One would expect that trying some combination would be an obvious step, especially given the unclear feedback from the expert review.	 NEG
graph20_56_1_21	 The last point leads me to what I see as *the* major weakness of the paper.	 NA
graph20_56_1_22	 Having reviewed this approach with experts, the authors state that the experts did not get it, and so they choose to describe the system with a use-case method.	 NA
graph20_56_1_23	 In fact, this reads as if the feedback from the experts was so bad that they did not want to describe it.	 NA
graph20_56_1_24	 Why dont they include the feedback?	 NEG
graph20_56_1_25	 Surely they found out useful information.	 NA
graph20_56_1_26	 It sounds like a classic case of theres nothing wrong with our system, just change the user.	 NEG
graph20_56_1_27	 Because of that last point, I am somewhat on the fence about this paper, but am willing to consider that it might be acceptable.	 NA
graph20_56_1_28	 Id like to see an inclusion of the user review. "	 NA
graph20_61_2_0	 This submission reports on the creation of a system to help medical residents and their reviewers to assess their learning using an information visualization dashboard, designed for and with them in a participatory process, deployed in their setting, and evaluated with them through a longitudinal study.	 NA
graph20_61_2_1	 Quality The methodology employed for conducting this research sources methods from diverse fields and is relevant.	 POS
graph20_61_2_2	 Clarity The presentation is very clear, with pertinent textual and visual explanations.	 POS
graph20_61_2_3	 Originality The review of related work is varied across relative disciplines and well positioned.	 POS
graph20_61_2_4	 Signifiance The system has been designed and developed and evaluated so that it ended up being useful to domain experts (medical residents and their reviewers).	 POS
graph20_61_2_5	 I advocate for accepting this submission.	 NA
graph20_61_2_6	 ABSTRACT Abstract provides information that is ideally expected: one sentence of context, summary of contribution, explanation of system and methodology.	 POS
graph20_61_2_7	 I would suggest to use active voice instead of passive to clarify who contributed what ("The system was developed", "...was installed").	 NEG
graph20_61_2_8	 INTRODUCTION The motivation and context is sound, with references on how information visualization and dashboards support learning analytics or educational data visualization.	 POS
graph20_61_2_9	 The proposed methodology of design and development relies on well established practices: eliciting requirements through focus groups, designing using action design research framework, implementation through agile development, evaluating the system through uncontrolled longitudinal studies and feedback sessions.	 POS
graph20_61_2_10	 Obtained results are supported with clear metrics.	 POS
graph20_61_2_11	 RELATED WORK The related work is well balanced with a review on visualization dashboards and visualization in medical training with references from diverse related research communities.	 POS
graph20_61_2_12	 One reason for this gap seems to be the lack of collaboration among the developers, end-users and visualization experts."	 NA
graph20_61_2_13	 The passive voice of the sentence does not help to identify who posited this reason: the authors of the submission or Vieira et al. [36]?	 NEG
graph20_61_2_14	 Also, before initiating collaborations, I would say that all parties must first be aware of each others contributions, so I would rephrase the reason as a "lack of communication" among them.	 NEG
graph20_61_2_15	 APPLICATION BACKGROUND This section conveniently introduces domain-specific terms and thus contributes to make the paper standalone in understanding the context.	 POS
graph20_61_2_16	 Requirement analysis was conducted through focus groups including active participation of domain experts (including involving them in sketching their desired features for data presentation).	 POS
graph20_61_2_17	 Data characterization is assorted with visibly clear understanding and explanation of the domain.	 POS
graph20_61_2_18	 Q1 can be reformulated with plural to avoid gender bias (so that this is harmonized with similar efforts along the paper).	 NEG
graph20_61_2_19	 VISUALIZATION DESIGN The rationale for visualization design is clearly explained and illustrated.	 POS
graph20_61_2_20	 The choice for visualizing rotation schedules using an interval chart rather than a more space-consuming Gantt chart widespread in time/project management is smart.	 POS
graph20_61_2_21	 The decisions on color scales adjustments to highlight under-performance while shadowing over-performance on EPA count per rotation is well motivated by contextual needs.	 POS
graph20_61_2_22	 Figure 4: I would suggest to split the figure into 2 rows (3.5 and 3.6) and annotate columns in black font over white paper background, instead of white font over blue application background: with a low zoom level on my PDF reader, I had first confused these annotations with potential widgets in the application.	 NEG
graph20_61_2_23	 For further inspiration on visualization for comparing (resident) profiles, I'd suggest to browse other works by Plaisant et al. in addition to [29]: pseudo-url pseudo-url IMPLEMENTATION DETAILS The implementation details report on constraints that may be too project-specific (with occurrences of "project" or "the University") and would gain to be generalized.	 NEG
graph20_61_2_24	 Congratulations for opensourcing the code to potentially help other institutions with medical programs ("across Canada", or beyond?).	 NA
graph20_61_2_25	 The responsive design choice is great for multiple device access with various form factors.	 POS
graph20_61_2_26	 Rendering in SVG with d3 might pose issues regarding accessibility, where efforts for compliance are left at the discretion of application developers rather than library developers.	 NEG
graph20_61_2_27	 See pseudo-url USER EVALUATION AND FEEDBACK The user evaluation and feedback proposes analysis of user logs that informed changes in metrics for measuring improvement in learning program once their system was adopted by residents and reviewers; and their feedback.	 NA
